cluster,region,district,distype,subdist,ea,locality,eacode,v9,dist_new,latitude,longitude
212,2,13,1,0,83,16,213100083,Assin South,213,5.5440998,-1.1736
789,7,3,1,0,154,1,703100154,Asutifi,703,7.09623,-2.7142899
843,7,15,2,0,50,1,715200050,Techiman,715,7.5425801,-1.85472
783,7,2,2,0,163,10,702200163,Asunafo North,702,6.9435401,-2.7632999
939,8,10,2,0,309,1,810200309,Yendi,810,9.7693396,-.049876001
456,4,11,2,0,154,31,411200154,Hohoe,411,7.7257099,.55020702
486,4,16,1,0,160,16,416100160,Krachi West,416,8.1491804,-.148157
448,4,10,1,0,127,19,410100127,Norh Dayi (Kpando),410,7.0124302,.317027
1039,9,4,2,0,147,7,904200147,Bolgatanga,904,10.8124,-.84802502
4,1,1,1,0,87,16,101100087,Jomoro,101,4.98664,-2.58606
1165,10,6,1,0,81,1,1006100081,Jirapa,1006,10.5106,-2.7475801
544,5,7,2,0,106,1,507200106,New Juaben Municipal,507,6.0887899,-.27855
272,3,3,2,0,225,7,303200225,Ga East,303,5.67871,-.179509
676,6,14,3,1,62,8,614301062,KMA    - Kwadaso,614,6.6763201,-1.64698
1166,10,6,1,0,93,12,1006100093,Jirapa,1006,10.5273,-2.76108
585,5,14,1,0,149,13,514100149,Kwaebibirem,514,6.1003699,-.83998299
744,6,18,2,0,119,19,618200119,Offinso Municipal,618,7.1356802,-1.74043
195,2,11,2,0,18,2,211200018,Agona West,211,5.5338001,-.81851703
883,7,21,1,0,123,23,721100123,Kintampo South,721,8.0458899,-1.67379
494,4,18,1,0,1,1,418100001,Nkwanta North,418,8.3385296,.25015
903,8,4,1,0,131,1,804100131,Gonja Central,804,9.2976198,-1.1062599
318,3,4,3,7,161,5,304307161,AMA  - Ayawaso Central,304,5.5968199,-.20254999
1005,9,1,1,0,6,1,901100006,Builsa,901,10.340257,-1.2443111
14,1,3,2,0,9,1,103200009,Nzema East,103,4.8673401,-2.2354701
444,4,10,1,0,5,1,410100005,Norh Dayi (Kpando),410,6.6311302,.312249
402,4,3,1,0,2,1,404100002,Ketu North,403,6.0663199,.89409202
7,1,1,1,0,207,1,101100207,Jomoro,101,5.1627598,-2.5353899
920,8,8,1,0,20,6,808100020,Nanumba North,808,8.6964998,-.13801999
943,8,11,3,2,15,1,811302015,Tamale Central,811,9.3972902,-.85175598
69,1,9,1,0,197,19,109100197,Prestea / Huni Valley,109,5.54492,-1.99352
87,1,12,1,0,108,17,112100108,Aowin Suaman,112,5.7726898,-2.7562599
878,7,20,1,0,158,18,720100158,Pru,720,8.2286196,-.64790201
157,2,5,1,0,171,26,205100171,Ajumanku / Enyan / Essiam,205,5.46175,-.97855002
915,8,6,1,0,159,21,806100159,Kpandai,806,8.4591503,-.022430999
1187,10,9,1,0,25,1,1009100025,Lawra,1009,10.5709,-2.8408899
1185,10,9,1,0,1,1,1009100001,Lawra,1009,10.4719,-2.85653
1191,10,9,1,0,73,1,1009100073,Lawra,1009,10.65,-2.8635399
247,3,1,2,0,388,16,301200388,Weija (Ga South),301,5.55617,-.29888999
209,2,12,1,0,194,18,212100194,Asikuma / Odoben  / Brakwa,212,5.7132802,-.98161697
795,7,4,2,0,159,26,704200159,Dormaa Municipal,704,7.2744098,-2.8734601
231,2,16,2,0,45,1,216200045,Upper Denkyira East,216,5.9580302,-1.78649
41,1,5,3,4,27,5,105304027,Sekondi-Takoradi  - Essikadu  -Ketan,105,4.9457002,-1.7145801
395,4,3,1,0,48,8,403100060,Ketu South,403,6.1175599,1.18028
1178,10,8,1,0,6,1,1008100006,Lambussie Karni,1008,10.6737,-2.6258299
234,2,17,1,0,20,2,217100020,Upper Denkyira West,217,5.9616499,-1.7927099
794,7,4,2,0,148,25,704200148,Dormaa Municipal,704,7.27456,-2.8919899
146,2,4,2,0,127,1,204200127,Mfantsiman,204,5.2066498,-.96265
230,2,16,2,0,15,1,216200015,Upper Denkyira East,216,5.9616499,-1.7927099
636,6,3,1,0,167,32,603100167,Amansie Central,603,6.3983898,-1.60707
296,3,4,3,3,35,1,304303035,AMA  -Ashiedu Keteke,304,5.5364799,-.211217
65,1,9,1,0,82,10,109100082,Prestea / Huni Valley,109,5.4458899,-2.13463
741,6,17,1,0,111,10,617100111,Ahafo Ano North,617,7.0018001,-2.16277
360,3,8,3,1,58,4,308301058,Tema West,308,5.6346102,-.094679996
834,7,13,1,0,26,1,713100026,Tain,713,7.6833601,-2.3922501
966,8,13,1,0,62,7,813100062,Savelugu Nanton,813,9.61868,-.82910299
445,4,10,1,0,23,1,410100023,Norh Dayi (Kpando),410,7.15942,.47961101
111,1,16,1,0,46,1,116100046,Juabeso,116,6.3060298,-3.0166099
1097,9,9,2,0,226,24,909200226,Bawku Municipal,909,11.057,-.243358
1151,10,5,1,0,94,14,1005100094,Nadowli,1005,10.3006,-2.6240599
295,3,4,3,2,322,8,304302322,AMA  - Ablekuma Central,304,5.56429,-.24477001
462,4,11,2,0,270,41,411200270,Hohoe,411,7.1591001,.46902901
774,7,1,1,0,39,1,701100039,Asunafo South,701,6.4757299,-2.5520201
948,8,11,3,2,158,14,811302158,Tamale Central,811,9.4144897,-.83638
30,1,5,3,1,181,6,105301181,Sekondi-Takoradi  -  Kwesimintsim,105,4.9250202,-1.77279
998,8,20,1,0,51,1,820100051,West Mamprusi,820,10.1908,-.65923202
407,4,4,1,0,133,11,404100133,Ketu North,404,6.2319598,.99695802
1052,9,5,1,0,139,1,905100139,Talensi Nabdam,905,10.8093,-.72159398
194,2,10,1,0,111,1,210100111,Agona East,210,5.6560502,-.61210001
960,8,12,1,0,113,1,812100113,Tolon Kumbugu,812,9.4477396,-1.11597
443,4,9,1,0,71,10,409100071,South Dayi,409,7.1516199,.474574
527,5,4,1,0,262,1,504100262,Suhum / Kraboa Coaltar,504,6.0503998,-.342397
601,5,17,1,0,51,9,517100051,Atiwa,517,6.3699999,-.53258902
137,2,3,1,0,65,1,203100065,Abura / Asebu / Kwamankese,203,5.3380499,-1.17111
874,7,20,1,0,8,1,720100008,Pru,720,7.9893298,-.95724797
887,7,22,2,0,94,7,722200094,Kintampo,722,8.2318401,-1.8556
623,5,21,1,0,255,24,521100255,Kwahu North,521,6.9983301,-.167484
1003,8,20,1,0,197,32,820100197,West Mamprusi,820,10.4437,-1.04957
751,6,20,1,0,93,14,620100093,Kwabre  East,620,6.7665601,-1.5943
89,1,12,1,0,161,1,112100161,Aowin Suaman,112,5.85148,-2.99279
9,1,2,1,0,18,7,102100018,Ellembelle,102,4.96208,-2.4588599
39,1,5,3,3,70,9,105303070,Sekondi-Takoradi  -  Sekondi,105,4.9292402,-1.7534
300,3,4,3,4,28,2,304304028,AMA  - Osu Klotey,304,5.5539799,-.184965
733,6,15,1,0,110,21,615100110,Atwima Nwabiagya,615,6.6974101,-1.70284
264,3,2,2,0,326,1,302200326,Ga West,302,5.69907,-.355483
74,1,10,1,0,106,15,110100106,Wassa Amenfi East,110,5.8201499,-2.1271601
90,1,12,1,0,194,26,112100194,Aowin Suaman,112,5.9797001,-2.94346
221,2,14,2,0,194,1,214200194,Assin North,214,5.53825,-1.16108
992,8,19,1,0,31,5,819100031,East Mamprusi,819,10.5122,.097781003
335,3,4,3,11,14,3,304311014,AMA - Ayawaso West Wogon,304,5.6173301,-.192423
338,3,5,2,0,54,7,305200054,Adenta,305,5.6607599,-.131598
222,2,14,2,0,216,24,214200216,Assin North,214,5.6719499,-1.35288
1105,10,1,1,0,12,1,1001100012,Wa West,1001,9.6936102,-2.58231
479,4,15,1,0,167,12,415100167,Krachi East,415,8.0683298,.182965
1068,9,7,1,0,106,17,907100106,Bawku West,907,10.9266,-.48580101
769,6,26,1,0,59,4,626100059,Ejura Sekye Dumasi,626,7.37921,-1.35795
173,2,8,1,0,103,11,208100103,Gomoa East,208,5.51826,-.41793799
1008,9,1,1,0,60,1,901100060,Builsa,901,10.562522,-1.3731495
662,6,10,2,0,103,1,610200103,Asante Akim North,610,6.6533298,-1.1756901
185,2,9,2,0,157,8,209200157,Awutu Senya,209,5.6082001,-.55931699
174,2,8,1,0,129,12,208100129,Gomoa East,208,5.5243502,-.476284
696,6,14,3,5,28,1,614305028,KMA  -  Oforikrom,614,6.6533699,-1.5577
1081,9,8,1,0,174,15,908100174,Garu Tempane,908,10.3247,-1.26071
923,8,8,1,0,134,1,808100134,Nanumba North,808,9.0380802,.096784003
515,5,3,2,0,175,21,503200175,West Akim,503,5.8583999,-.66518003
508,5,2,2,0,165,16,502200165,Birim  Central Municipal,502,5.9218001,-.98036802
1076,9,8,1,0,76,1,908100076,Garu Tempane,908,10.7808,-.19259299
826,7,11,1,0,80,13,711100080,Jaman South,711,7.5950098,-2.8845601
361,3,8,3,1,94,5,308301094,Tema West,308,5.6360302,-.02211
682,6,14,3,2,25,4,614302025,KMA   - Nhyiaeso,614,6.6386099,-1.64371
552,5,8,1,0,110,1,508100110,Yilo Krobo,508,6.18255,-.149882
252,3,1,2,0,571,20,301200571,Weija (Ga South),301,5.6199002,-.30566701
719,6,14,3,8,152,3,614308152,KMA     -  Old Tafo,614,6.7314901,-1.61294
1065,9,7,1,0,53,1,907100053,Bawku West,907,10.9004,-.418156
153,2,5,1,0,64,1,205100064,Ajumanku / Enyan / Essiam,205,5.4100699,-.98156703
101,1,14,1,0,180,31,114100180,Sefwi Wiawso,114,6.3776002,-2.67537
475,4,15,1,0,33,1,415100033,Krachi East,415,7.60074,.22672001
145,2,4,2,0,88,9,204200088,Mfantsiman,204,5.20892,-.93681699
771,6,26,1,0,127,1,626100127,Ejura Sekye Dumasi,626,7.4010601,-1.47619
306,3,4,3,5,127,2,304305127,AMA   - La,304,5.5609498,-.15691701
694,6,14,3,4,107,1,614304107,Asokwa(Atonso),614,6.6523499,-1.58736
665,6,11,2,0,51,11,611200051,Ejisu Juaben,611,6.6152701,-1.2269599
158,2,6,1,0,23,2,206100023,Gomoa West,206,5.2620502,-.76064998
905,8,5,1,0,61,1,805100061,East Gonja,805,8.4322996,-.75595599
871,7,19,1,0,122,10,719100122,Sene,719,7.75735,-.61684197
1063,9,7,1,0,17,4,907100017,Bawku West,907,10.7593,-.494275
374,3,9,1,0,58,8,309100058,Dangbe West,309,5.7783899,.26721099
1184,10,8,1,0,78,12,1008100078,Lambussie Karni,1008,10.9989,-2.7428501
535,5,6,1,0,3,1,506100003,Akwapim North,506,5.9027801,-.19335601
566,5,11,1,0,141,1,511100141,Upper Manya Krobo,511,6.4163299,-.104004
267,3,3,2,0,29,1,303200029,Ga East,303,5.66117,-.24928001
429,4,8,2,0,98,15,408200098,Ho,408,6.5734801,.41240099
514,5,3,2,0,147,1,503200147,West Akim,503,5.8365302,-.459831
1111,10,1,1,0,84,1,1001100084,Wa West,1001,10.0489,-2.5118699
115,1,17,1,0,5,1,117100005,Bia,117,6.40589,-3.19944
1102,9,9,2,0,303,24,909200303,Bawku Municipal,909,11.0734,-.253757
75,1,10,1,0,139,19,110100139,Wassa Amenfi East,110,5.9026799,-2.1285601
103,1,15,1,0,8,2,115100008,Sefwi Bibiani-Ahwiaso Bekwai,115,6.1497598,-2.26477
1027,9,3,1,0,107,1,903100107,Kasena Nankana East,903,10.9159,-1.13393
633,6,3,1,0,31,1,603100031,Amansie Central,603,6.17274,-1.7707601
1064,9,7,1,0,35,1,907100035,Bawku West,907,10.8433,-.502527
538,5,6,1,0,99,9,506100099,Akwapim North,506,5.95541,-.285734
1148,10,5,1,0,57,1,1005100057,Nadowli,1005,10.3497,-2.40505
218,2,14,2,0,102,1,214200102,Assin North,214,5.7024999,-1.28423
959,8,12,1,0,77,1,812100077,Tolon Kumbugu,812,9.4397898,-.987019
1182,10,8,1,0,55,1,1008100055,Lambussie Karni,1008,10.9325,-2.59777
37,1,5,3,3,22,6,105303022,Sekondi-Takoradi  -  Sekondi,105,4.9243002,-1.7440799
129,2,2,3,1,40,1,202301040,Cape Coast   South,202,5.10572,-1.23922
141,2,3,1,0,187,1,203100187,Abura / Asebu / Kwamankese,203,5.3380098,-1.71191
870,7,19,1,0,85,5,719100084,Sene,719,7.7123699,-.75349498
752,6,20,1,0,149,20,620100149,Kwabre  East,620,6.8081698,-1.53931
1200,10,9,1,0,179,1,1009100179,Lawra,1009,10.9914,-2.7924099
588,5,14,1,0,252,24,514100252,Kwaebibirem,514,6.2169499,-.83425599
958,8,12,1,0,63,12,812100063,Tolon Kumbugu,812,9.3963404,-.98383403
497,4,18,1,0,106,12,418100106,Nkwanta North,418,8.7227297,.39129999
978,8,15,1,0,95,10,815100095,Gushiegu,815,9.9083004,-.212688
672,6,13,1,0,38,9,613100038,Atwima Kwanwoma,613,6.5756898,-1.63214
1009,9,1,1,0,77,1,901100077,Builsa,901,10.6075,-1.26249
116,1,17,1,0,44,1,117100044,Bia,117,6.6081901,-2.9853401
51,1,7,1,0,29,1,107100029,Mpohor-Wassa East,107,5.04182,-1.81014
22,1,5,3,1,10,1,105301010,Sekondi-Takoradi  -  Kwesimintsim,105,4.91154,-1.7857701
439,4,8,2,0,382,45,408200382,Ho,408,6.7461901,.62538201
140,2,3,1,0,140,1,203100140,Abura / Asebu / Kwamankese,203,5.3006902,-1.26168
1134,10,3,1,0,79,1,1003100079,Wa East,1003,10.2256,-1.91549
1069,9,7,1,0,118,1,907100118,Bawku West,907,10.9696,-.567756
678,6,14,3,1,143,14,614301143,KMA    - Kwadaso,614,6.6928201,-1.67041
470,4,13,1,0,81,11,413100081,Jasikan,413,7.42799,.406625
1061,9,6,1,0,116,1,906100116,Bongo,906,10.957,-.84463501
896,8,3,1,0,22,1,803100022,West Gonja,803,9.0862103,-1.8209701
346,3,6,2,0,97,1,306200097,Ledzokuku / Krowor,306,5.5911798,-.108067
739,6,17,1,0,16,2,617100016,Ahafo Ano North,617,6.8277798,-2.2814901
1022,9,3,1,0,7,2,903100007,Kasena Nankana East,903,10.5939,-1.00753
131,2,2,3,1,89,1,202301089,Cape Coast   South,202,5.1107502,-1.26511
496,4,18,1,0,72,7,418100072,Nkwanta North,418,8.5699196,.40473199
1024,9,3,1,0,42,10,903100042,Kasena Nankana East,903,10.8553,-.99763203
15,1,3,2,0,60,1,103200060,Nzema East,103,4.9450102,-2.19067
465,4,12,1,0,8,1,412100008,Biakoye,412,7.1149902,.322669
1020,9,2,1,0,107,1,902100107,Kasena Nankana West,902,10.9039,-.994353
224,2,15,1,0,54,1,215100054,Twifo / Heman / Lower Denkyira,215,5.61164,-1.54198
864,7,18,1,0,81,11,718100081,Atebubu Amantin,718,7.73666,-.993375
908,8,5,1,0,148,24,805100148,East Gonja,805,8.5440798,-.52149099
404,4,4,1,0,72,1,404100072,Ketu North,404,6.1542401,.962143
619,5,21,1,0,117,1,521100117,Kwahu North,521,6.71943,-.35819101
57,1,8,2,0,69,13,108200069,Tarkwa Nsuaem,108,5.2161498,-2.0275099
859,7,17,1,0,57,9,717100057,Nkoranza North,717,7.7087402,-1.8563499
606,5,18,2,0,50,5,518200050,Kwahu West,518,6.5493202,-.771294
73,1,10,1,0,70,10,110100070,Wassa Amenfi East,110,5.7825699,-2.0816901
1000,8,20,1,0,94,18,820100094,West Mamprusi,820,10.2827,-1.44087
972,8,14,1,0,20,1,814100020,Karaga,814,9.7772198,-.614124
953,8,11,3,3,99,18,811303099,Tamale North,811,9.3975601,-.85513997
833,7,13,1,0,17,2,713100017,Tain,713,7.70401,-2.2283599
913,8,6,1,0,110,1,806100110,Kpandai,806,8.3624001,-.32392901
147,2,4,2,0,159,1,204200158,Mfantsiman,204,5.2389302,-1.0288301
900,8,4,1,0,13,2,804100013,Gonja Central,804,8.7836399,-1.46938
627,6,1,1,0,92,23,601100092,Atwima Mponua,601,6.6068301,-2.0655401
214,2,13,1,0,145,1,213100145,Assin South,213,5.7024999,-1.28423
290,3,4,3,2,140,7,304302140,AMA  - Ablekuma Central,304,5.55058,-.25911
263,3,2,2,0,310,22,302200310,Ga West,302,5.6919699,-.284233
556,5,9,1,0,46,4,509100046,Lower Manya Krobo,509,6.1563401,.033363
32,1,5,3,2,5,1,105302005,Sekondi-Takoradi  -  Takoradi,105,4.8800001,-1.76027
684,6,14,3,2,106,11,614302106,KMA   - Nhyiaeso,614,6.66152,-1.64333
34,1,5,3,2,54,1,105302054,Sekondi-Takoradi  -  Takoradi,105,4.8996301,-1.76139
1037,9,4,2,0,116,7,904200116,Bolgatanga,904,10.7903,-.84824002
637,6,4,1,0,53,1,604100053,Adansi South,604,5.9537401,-1.50898
997,8,20,1,0,7,1,820100007,West Mamprusi,820,10.1987,-1.51021
523,5,4,1,0,130,13,504100130,Suhum / Kraboa Coaltar,504,6.0070601,-.51757097
48,1,6,1,0,53,7,106100053,Shama,106,5.02034,-1.66723
740,6,17,1,0,76,6,617100076,Ahafo Ano North,617,6.95682,-2.09887
1181,10,8,1,0,43,6,1008100043,Lambussie Karni,1008,10.0689,-2.5090599
701,6,14,3,5,228,9,614305228,KMA  -  Oforikrom,614,6.6900702,-1.53943
322,3,4,3,9,10,1,304309010,AMA  - Ablekuma North,304,5.5598502,-.27239999
151,2,5,1,0,25,1,205100025,Ajumanku / Enyan / Essiam,205,5.3983698,-.98398298
175,2,8,1,0,153,12,208100153,Gomoa East,208,5.5195398,-.44506401
265,3,2,2,0,376,1,302200376,Ga West,302,5.70223,-.299833
266,3,2,2,0,426,1,302200426,Ga West,302,5.79708,-.43382001
1026,9,3,1,0,89,15,903100089,Kasena Nankana East,903,10.8833,-1.07101
648,6,6,1,0,93,1,606100093,Adansi North,606,6.2342701,-1.55396
999,8,20,1,0,64,11,820100064,West Mamprusi,820,10.2967,-.63574702
749,6,20,1,0,9,1,620100009,Kwabre  East,620,6.7417598,-1.56098
121,2,1,2,0,32,5,201200032,Komenda / Edina / Eguafo / Abirem,201,5.0510998,-1.50749
712,6,14,3,7,94,4,614307094,KMA   -  Manhyia,614,6.70753,-1.60795
651,6,7,2,0,127,26,607200127,Bekwai Municipal,607,6.4542198,-1.57739
762,6,23,1,0,104,16,623100104,Sekyere East,623,6.8387399,-1.3903199
1169,10,6,1,0,129,20,1006100129,Jirapa,1006,10.5945,-2.7171299
251,3,1,2,0,534,19,301200534,Weija (Ga South),301,5.6014299,-.30164999
336,3,4,3,11,50,6,304311050,AMA - Ayawaso West Wogon,304,5.6619501,-.171583
654,6,8,1,0,37,7,608100037,Bosome Freho,608,6.3227701,-1.30809
332,3,4,3,10,138,6,304310138,AMA  -  Okai Koi North,304,5.6121502,-.233409
955,8,11,3,3,158,21,811303158,Tamale North,811,9.4050598,-.842547
647,6,6,1,0,33,1,606100033,Adansi North,606,6.1530399,-1.54819
889,8,1,1,0,28,1,801100028,Bole,801,8.5030899,-2.17047
120,1,17,1,0,171,1,117100171,Bia,117,6.89573,-3.1212001
107,1,15,1,0,135,27,115100135,Sefwi Bibiani-Ahwiaso Bekwai,115,6.36834,-2.30971
485,4,16,1,0,125,1,416100125,Krachi West,416,8.0720196,-.071736999
882,7,21,1,0,88,1,721100088,Kintampo South,721,7.9757099,-1.59633
773,6,27,1,0,66,7,627100066,Offinso North,627,7.3982201,-1.96558
564,5,11,1,0,53,1,511100053,Upper Manya Krobo,511,6.32301,-.28523099
687,6,14,3,3,70,2,614303070,KMA   -  Subin,614,6.6810699,-1.59851
692,6,14,3,4,25,1,614304025,Asokwa(Atonso),614,6.6308599,-1.5985301
1077,9,8,1,0,94,1,908100094,Garu Tempane,908,10.8369,-.141277
704,6,14,3,6,63,2,614306063,KMA   - Asawase,614,6.6960602,-1.60111
1138,10,4,1,0,33,9,1004100033,Sissala East,1004,10.6169,-1.85103
686,6,14,3,3,30,2,614303030,KMA   -  Subin,614,6.6815801,-1.60364
745,6,19,1,0,51,7,619100051,Afigya Kwabre,619,6.7567501,-1.60583
25,1,5,3,1,83,1,105301083,Sekondi-Takoradi  -  Kwesimintsim,105,4.91537,-1.78566
1090,9,9,2,0,100,12,909200100,Bawku Municipal,909,11.0912,-.024364
720,6,14,3,8,192,3,614308192,KMA     -  Old Tafo,614,6.7388101,-1.60807
356,3,7,2,0,173,1,307200173,Ashaiman,307,5.6985002,-.036497001
690,6,14,3,3,191,6,614303191,KMA   -  Subin,614,6.68854,-1.60984
378,3,10,1,0,63,1,310100063,Dangbe East,310,5.77213,.65838301
408,4,5,1,0,14,2,405100014,Akatsi,405,6.01232,.82635403
983,8,16,1,0,102,1,816100102,Saboba,816,9.8114996,.055757001
729,6,14,3,10,172,8,614310172,KMA   -  Bantama,614,6.72931,-1.64162
599,5,17,1,0,4,1,517100004,Atiwa,517,6.2417002,-.67672199
228,2,15,1,0,174,1,215100174,Twifo / Heman / Lower Denkyira,215,5.6577702,-1.61966
355,3,7,2,0,136,1,307200136,Ashaiman,307,5.69454,-.034982
724,6,14,3,9,122,4,614309122,KMA   - Suame,614,6.7487602,-1.61408
688,6,14,3,3,111,3,614303111,KMA   -  Subin,614,6.6852798,-1.61136
291,3,4,3,2,176,5,304302176,AMA  - Ablekuma Central,304,5.5553298,-.236302
2,1,1,1,0,44,7,101100044,Jomoro,101,5.0409598,-2.8376
734,6,15,1,0,195,34,615100195,Atwima Nwabiagya,615,6.7684999,-1.68478
1168,10,6,1,0,117,16,1006100117,Jirapa,1006,10.6915,-2.5657201
213,2,13,1,0,114,20,213100114,Assin South,213,5.7024999,-1.28423
691,6,14,3,3,231,4,614303231,KMA   -  Subin,614,6.69175,-1.62459
721,6,14,3,9,2,1,614309002,KMA   - Suame,614,6.7168899,-1.62849
418,4,6,1,0,124,13,406100124,North Tongu,406,6.1037302,.20686901
299,3,4,3,3,144,3,304303144,AMA  -Ashiedu Keteke,304,5.5488501,-.213617
869,7,19,1,0,49,1,719100049,Sene,719,7.7746201,-.15734699
372,3,8,3,3,130,8,308303130,Kpone Katamanso,308,5.7416801,-.044829998
433,4,8,2,0,212,19,408200212,Ho,408,6.60291,.469787
584,5,14,1,0,113,11,514100113,Kwaebibirem,514,6.0554199,-.79428601
597,5,16,1,0,41,6,516100041,Birim North,516,6.34835,-.99748498
565,5,11,1,0,90,1,511100090,Upper Manya Krobo,511,6.3912201,-.194593
613,5,20,1,0,7,1,520100007,Kwahu East,520,6.6406898,-.847525
671,6,12,1,0,134,33,612100134,Bosumtwi,612,7.3879399,-1.48516
6,1,1,1,0,166,31,101100166,Jomoro,101,5.0989399,-2.5880201
904,8,5,1,0,26,1,805100026,East Gonja,805,8.3498201,-.66305602
259,3,2,2,0,123,7,302200123,Ga West,302,5.61198,-.251517
210,2,13,1,0,21,3,213100021,Assin South,213,5.3783102,-1.14501
634,6,3,1,0,91,18,603100091,Amansie Central,603,6.28052,-1.68955
743,6,18,2,0,100,1,618200100,Offinso Municipal,618,7.1002598,-1.83272
611,5,19,1,0,84,2,519100084,Kwahu South,519,6.60742,-.71507102
639,6,4,1,0,188,21,604100188,Adansi South,604,6.1239901,-1.65354
1130,10,3,1,0,30,4,1003100030,Wa East,1003,9.9153004,-1.77956
1044,9,4,2,0,228,11,904200228,Bolgatanga,904,10.8338,-.75379699
219,2,14,2,0,134,1,214200134,Assin North,214,5.7024999,-1.28423
1091,9,9,2,0,131,14,909200131,Bawku Municipal,909,11.0476,-.26913401
675,6,14,3,1,22,6,614301022,KMA    - Kwadaso,614,6.6589599,-1.65942
55,1,7,1,0,171,1,107100171,Mpohor-Wassa East,107,5.5777998,-1.65974
644,6,5,2,0,187,9,605200187,Obuasi Municipal,605,6.1956501,-1.6608
499,5,1,1,0,47,3,501100047,Birim South,501,5.8344302,-.999183
353,3,7,2,0,64,1,307200064,Ashaiman,307,5.6884899,-.034189999
925,8,9,1,0,3,1,809100003,Zabzugu Tatali,809,8.8682299,.318113
645,6,5,2,0,227,9,605200227,Obuasi Municipal,605,6.2062101,-1.66844
321,3,4,3,8,108,5,304308108,AMA - Okaikoi South,304,5.5799699,-.23944999
674,6,13,1,0,122,29,613100122,Atwima Kwanwoma,613,6.66114,-1.72173
8,1,1,1,0,218,41,101100218,Jomoro,101,5.28545,-2.7467599
680,6,14,3,1,223,14,614301223,KMA    - Kwadaso,614,6.7058401,-1.67416
635,6,3,1,0,133,26,603100133,Amansie Central,603,6.3453698,-1.67555
422,4,6,1,0,246,1,406100246,North Tongu,406,6.25736,.53883302
